Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1525,909251090,70,RL,11526.0,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7.0,1922.0,1994,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Fa,Y,SBrkr,1423.0,748.0,0,2555.0,0.0,0.0,2.0,0,3.0,1,TA,10,Min1,1.0,2.0,672.0,Y,420,0,0,0,0,0,0,9,2008,WD ,Normal,191000
1526,909252110,70,RL,15576.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7.0,1915.0,1976,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,840.0,0,1680.0,0.0,0.0,2.0,0,4.0,1,TA,8,Typ,0.0,1.0,308.0,Y,0,0,0,0,0,0,0,3,2008,WD ,Normal,177000
1527,909252220,50,RL,15564.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6.0,1914.0,1995,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676.0,588.0,0,1264.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,2.0,400.0,Y,420,0,0,0,0,0,0,1,2008,WD ,Normal,147500
1528,909253190,30,RL,6292.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5.0,1930.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384.0,Unf,0.0,384.0,768.0,GasA,TA,N,SBrkr,790.0,0.0,0,790.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,1.0,160.0,Y,0,141,0,0,0,0,0,4,2008,WD ,Normal,91000
1529,909254050,70,RL,7609.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,7.5,1925.0,1997,Gable,CompShg,Stucco,Stucco,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,GasA,Ex,Y,SBrkr,798.0,714.0,0,1512.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,1.0,180.0,P,85,16,0,0,0,0,0,6,2008,WD ,Normal,231000
1530,909256060,50,RL,10480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5.0,1936.0,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166.0,0.0,0,1639.0,0.0,0.0,1.0,0,3.0,1,TA,6,Maj2,0.0,1.0,240.0,Y,0,0,0,0,0,0,0,3,2008,WD ,Normal,115000
1531,909275040,70,RL,9650.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3.5,1923.0,1950,Hip,CompShg,Wd Sdng,Plywood,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,Y,SBrkr,819.0,784.0,0,1603.0,0.0,0.0,1.0,0,4.0,1,TA,7,Typ,1.0,2.0,599.0,Y,0,175,0,0,0,0,0,6,2008,WD ,Normal,138000
1532,909275050,70,RL,7200.0,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6.0,1931.0,2000,Gable,CompShg,Stucco,Wd Shng,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,851.0,651.0,0,1502.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,1.0,1.0,270.0,P,0,0,0,0,0,0,0,2,2008,WD ,Normal,149000
1533,909276170,70,RL,11988.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7.0,1934.0,1995,Hip,CompShg,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,389.0,715.0,GasA,Fa,Y,FuseA,849.0,811.0,0,1660.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,1.0,1.0,240.0,Y,0,0,0,0,0,0,0,8,2008,WD ,Normal,188700
1534,909277040,50,RL,11700.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6.0,1937.0,1995,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,Ex,Y,SBrkr,1265.0,673.0,0,1938.0,0.0,0.0,2.0,0,4.0,1,Gd,7,Min2,1.0,1.0,240.0,Y,0,40,0,0,0,0,0,7,2008,WD ,Normal,198000
1535,909277070,50,RL,9260.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4.0,1938.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,TA,Y,FuseF,932.0,442.0,0,1374.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,225.0,Y,64,0,0,0,0,0,0,3,2008,WD ,Normal,110000
1536,909281030,20,RL,7801.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5.0,1951.0,1951,Hip,CompShg,WdShing,Plywood,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,1091.0,GasA,Fa,N,FuseA,1091.0,0.0,0,1091.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,1.0,344.0,Y,66,105,0,0,0,0,0,5,2008,WD ,Normal,104000
1537,909281110,70,RL,9670.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6.0,1935.0,1950,Gable,CompShg,BrkFace,Stucco,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,TA,Y,SBrkr,983.0,890.0,0,1873.0,0.0,0.0,1.0,1,4.0,1,TA,9,Typ,2.0,2.0,786.0,Y,0,0,0,0,0,0,0,6,2008,WD ,Alloca,257076
1538,909282030,50,RL,14100.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,7.5,1935.0,1997,Gable,CompShg,Stucco,Stucco,406.875,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,728.0,GasA,Ex,Y,SBrkr,1968.0,1479.0,0,2667.875,0.0,0.0,3.0,1,4.0,1,Gd,10,Typ,2.0,3.0,960.0,Y,314,12,0,0,0,0,0,5,2008,WD ,Normal,339500
1539,909425010,50,RL,15660.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7.5,1939.0,2006,Gable,CompShg,VinylSd,VinylSd,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,Ex,Y,SBrkr,1137.0,817.0,0,1954.0,0.0,0.0,1.0,1,3.0,1,Gd,8,Typ,2.0,2.0,431.0,Y,0,119,0,0,0,0,0,5,2008,WD ,Normal,311500
1540,909425085,50,RL,12392.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7.5,1950.0,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,397.0,832.0,GasA,Ex,Y,SBrkr,1218.0,943.0,0,2161.0,1.0,0.0,2.0,1,3.0,1,Gd,8,Typ,2.0,2.0,506.0,Y,0,96,0,0,0,0,0,4,2008,WD ,Normal,263400
1541,909428170,20,RL,17727.75,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5.0,1956.0,1956,Gable,CompShg,BrkFace,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898.0,0.0,0,1898.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,2.0,2.0,484.0,Y,0,51,0,0,0,0,0,4,2008,WD ,Normal,236500
1542,909428190,20,RL,14778.0,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7.0,1954.0,2006,Hip,CompShg,HdBoard,HdBoard,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640.0,0.0,0,1640.0,1.0,0.0,1.0,0,3.0,1,Gd,7,Typ,1.0,2.0,924.0,Y,108,0,0,0,0,0,0,11,2008,WD ,Normal,224000
1543,909451020,145,RM,1879.0,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6.0,1980.0,1980,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516.0,516.0,0,1032.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,2.0,462.0,Y,213,0,0,0,0,0,0,12,2008,WD ,Normal,116500
1544,909451150,145,RM,1950.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6.0,1980.0,1980,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,0.0,23.0,716.0,GasA,TA,Y,SBrkr,716.0,840.0,0,1556.0,1.0,0.0,2.0,1,3.0,1,TA,6,Typ,1.0,2.0,452.0,Y,161,0,0,0,0,0,0,7,2008,COD,Normal,151000
1545,910200080,30,RM,7000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7.5,1926.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,0.0,555.0,894.0,GasA,TA,Y,SBrkr,919.0,0.0,0,919.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,195.0,P,0,0,0,0,0,0,0,7,2008,WD ,Normal,126000
1546,910201130,50,RM,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7.5,1940.0,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Gd,Y,SBrkr,760.0,330.0,0,1090.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,1.0,240.0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,120000
1547,910202050,30,RM,3636.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4.0,1922.0,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Fa,N,SBrkr,796.0,0.0,0,796.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,0.0,0.0,N,0,0,0,0,0,0,0,1,2008,WD ,Normal,55000
1548,910202100,30,RM,5890.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7.5,1930.0,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,432.0,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,120500
1549,910203020,30,RM,6900.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6.0,1940.0,1955,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,0.0,212.0,740.0,GasA,Ex,Y,SBrkr,778.0,0.0,0,778.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,1.0,1.0,924.0,Y,0,25,0,0,0,0,0,2,2008,WD ,Normal,120500
1550,910203090,50,RM,8155.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7.0,1930.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,Y,FuseA,780.0,420.0,0,1200.0,0.0,0.0,1.0,0,4.0,1,TA,7,Typ,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,119000
1551,910205010,80,RM,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5.0,1967.0,1967,Hip,CompShg,HdBoard,Plywood,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,367.0,624.0,GasA,Ex,Y,SBrkr,1092.0,564.0,0,1656.0,0.0,0.0,1.0,1,3.0,1,TA,7,Mod,1.0,1.0,288.0,Y,0,175,0,0,0,0,0,7,2008,WD ,Normal,126000
1552,910206110,30,RM,7392.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7.0,1930.0,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,TA,Y,FuseA,912.0,0.0,0,912.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,360.0,Y,0,90,0,0,0,0,0,5,2008,WD ,Normal,99500
1553,910226040,50,RM,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5.0,1958.0,1958,Gable,CompShg,WdShing,Wd Shng,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151.0,804.0,0,1955.0,0.0,0.0,2.0,0,4.0,1,TA,7,Typ,0.0,1.0,356.0,Y,0,0,0,0,0,0,0,1,2008,WD ,Normal,165500
1554,910251050,20,A (agr),14584.0,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,2,5.0,1952.0,1952,Gable,CompShg,AsbShng,VinylSd,0.0,Fa,Po,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,30.25,Wall,Po,N,FuseA,733.0,0.0,0,733.0,0.0,0.0,1.0,0,2.0,1,Fa,4,Sal,0.0,2.0,487.0,N,0,0,0,0,0,0,0,2,2008,WD ,Abnorml,13100
1555,911102090,70,C (all),5280.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7.0,1895.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825.0,536.0,0,1361.0,0.0,0.0,1.0,0,2.0,1,TA,6,Typ,0.0,1.0,185.0,Y,0,123,0,0,0,0,0,7,2008,WD ,Normal,89000
1556,911102170,70,C (all),8500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4.0,1920.0,1950,Gambrel,CompShg,BrkFace,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649.0,668.0,0,1317.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,250.0,N,0,54,0,0,0,0,0,7,2008,WD ,Normal,40000
1557,911102180,50,C (all),5150.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7.0,1910.0,2000,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671.0,378.0,0,1049.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,195.0,N,0,0,0,0,0,0,0,5,2008,WD ,Normal,80900
1558,911226010,30,C (all),17727.75,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4.0,1935.0,1950,Gable,CompShg,MetalSd,MetalSd,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0,894.0,0.0,0.0,1.0,0,2.0,1,TA,6,Typ,0.0,3.0,960.0,Y,0,20,0,0,0,0,0,8,2008,ConLD,Normal,81000
1559,911226030,70,C (all),9000.0,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6.0,1920.0,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,GasA,Ex,Y,SBrkr,432.0,432.0,0,864.0,0.0,0.0,1.0,1,3.0,1,Fa,5,Min2,0.0,1.0,216.0,N,0,30,0,0,0,0,0,6,2008,WD ,Normal,65000
1560,911370410,120,RM,5587.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5.0,2008.0,2008,Hip,CompShg,CemntBd,CmentBd,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652.0,0.0,0,1652.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,2.0,482.0,Y,162,53,0,0,0,0,0,11,2008,New,Partial,339500
1561,911370490,120,RM,3843.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5.0,2007.0,2008,Hip,CompShg,CemntBd,CmentBd,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648.0,0.0,0,1648.0,1.0,0.0,2.0,0,2.0,1,Ex,5,Typ,1.0,2.0,525.0,Y,162,53,0,0,0,0,0,8,2008,New,Partial,294464
1562,911370520,120,RM,3811.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5.0,2004.0,2005,Hip,CompShg,CemntBd,CmentBd,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,GasA,Ex,Y,SBrkr,1646.0,0.0,0,1646.0,1.0,0.0,2.0,0,2.0,1,Ex,5,Typ,1.0,2.0,482.0,Y,128,53,0,0,0,0,0,7,2008,WD ,Normal,250000
1563,911370540,120,RM,3842.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5.0,2004.0,2005,Hip,CompShg,CemntBd,CmentBd,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646.0,0.0,0,1646.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,2.0,482.0,Y,128,53,0,0,0,0,0,1,2008,WD ,Normal,275000
1564,914453045,20,RL,17727.75,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5.0,1996.0,1997,Gable,CompShg,MetalSd,MetalSd,406.875,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032.0,0.0,0,2032.0,1.0,0.0,3.0,0,3.0,1,Gd,7,Typ,0.0,3.0,786.0,Y,0,46,0,0,0,0,0,9,2008,WD ,Normal,300000
1565,914465060,20,RL,13265.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5.0,2002.0,2002,Hip,CompShg,CemntBd,CmentBd,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689.0,0.0,0,1689.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,2.0,3.0,857.0,Y,150,59,0,0,0,0,0,7,2008,WD ,Normal,271000
1566,914467050,60,RL,11050.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5.0,1996.0,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910.0,910.0,0,1820.0,0.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,3.0,816.0,Y,318,32,0,0,0,0,0,9,2008,WD ,Normal,213000
1567,914475020,80,RL,9880.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6.0,1977.0,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,1096.0,GasA,TA,Y,SBrkr,1118.0,0.0,0,1118.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,1.0,358.0,Y,203,0,0,0,0,0,0,7,2008,WD ,Normal,171000
1568,914476010,20,RL,10125.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6.0,1977.0,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,0.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279.0,0.0,0,1279.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,2.0,2.0,473.0,Y,238,83,0,0,0,0,0,2,2008,WD ,Normal,171500
1569,914476080,90,RL,10260.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4.0,1976.0,1976,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,30.25,GasA,TA,Y,SBrkr,936.0,936.0,0,1872.0,0.0,0.0,2.0,2,4.0,1,TA,8,Typ,0.0,2.0,484.0,Y,0,0,0,0,0,0,0,11,2008,WD ,Abnorml,100000
1570,914476450,20,RL,9990.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5.0,1991.0,1991,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689.0,0.0,0,1689.0,1.0,0.0,2.0,0,3.0,1,TA,6,Typ,1.0,2.0,432.0,Y,420,120,0,0,0,0,0,7,2008,WD ,Normal,228500
1571,916125425,145,RL,17727.75,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6.0,1965.0,1965,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,0.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619.0,167.0,0,1786.0,2.0,0.0,2.0,0,3.0,1,TA,7,Typ,2.0,2.0,529.0,Y,420,0,0,0,0,0,0,8,2008,WD ,Normal,228950
1572,916226030,120,RL,4084.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6.0,1986.0,1986,Gable,CompShg,VinylSd,VinylSd,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,Gd,Y,SBrkr,1501.0,0.0,0,1501.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,2.0,512.0,Y,240,0,0,0,0,0,0,7,2008,WD ,Normal,241500
1573,916325080,20,RL,15498.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6.0,1976.0,1976,Hip,WdShake,Stone,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,0.0,0.0,1565.0,GasA,TA,Y,SBrkr,2145.625,0.0,0,2667.875,1.0,0.0,2.0,0,2.0,1,Gd,10,Typ,1.0,2.0,665.0,Y,0,72,0,0,0,0,0,5,2008,COD,Abnorml,287000
1574,916380060,20,RL,11563.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2006.0,2007,Hip,CompShg,VinylSd,VinylSd,258.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,GasA,Ex,Y,SBrkr,1537.0,0.0,0,1537.0,1.0,0.0,2.0,0,3.0,1,Gd,8,Typ,0.0,3.0,788.0,Y,0,26,0,0,0,0,0,4,2008,WD ,Normal,294000
1575,916382120,20,RL,9520.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513.0,Unf,0.0,125.0,1638.0,GasA,Ex,Y,SBrkr,1646.0,0.0,0,1646.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,3.0,800.0,Y,192,44,0,0,0,0,0,4,2008,New,Partial,293077
1576,916384100,60,RL,12852.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5.0,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920.0,860.0,0,1780.0,1.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,2.0,612.0,Y,0,175,0,0,0,0,0,1,2008,New,Partial,264966
